"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","23/697","284/18670",0.000437982634576771,0.00863635505911255,0.00711891279110851,"TGFB1/XDH/DUOX2/ACE2/DUOXA2/NOX1/AKR1C3/PDK4/ATP2B4/CYP1B1/FBLN5/PTGIS/CRYAB/CAV1/ITGAM/PDGFRB/CCN2/CLU/KLF2/MAOB/ITGB2/GPX3/SOD3",23
"GO:0050892","GO:0050892","intestinal absorption","7/697","38/18670",0.000450602136938606,0.00884801601946811,0.00729338407068653,"PLS1/FABP1/MOGAT2/FABP2/SLC5A1/VIL1/CEL",7
"GO:0009914","GO:0009914","hormone transport","25/697","322/18670",0.000473411684000597,0.00925717097089501,0.00763064885395699,"FAM3D/NLGN2/CFTR/SLC44A4/SMPD3/VGF/SPP1/CHGA/RASL10B/GAL/FGFR1/TACR2/LTBP4/CHRNA3/SFRP1/CARTPT/CACNA1C/ADCY5/MYB/C1QTNF1/OXCT1/VIP/ANO1/FAM3B/CCL5",25
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","23/697","286/18670",0.000483234182482616,0.0094100332713316,0.00775665263430274,"PTPRU/APOE/COL1A1/SOSTDC1/SFRP2/SFRP4/NKD2/NOTUM/DACT3/DAAM2/ROR2/SFRP1/RSPO3/ADGRA2/WWTR1/CAV1/GREM1/IGFBP6/AXIN2/PTPRO/LRP4/CTHRC1/FOLR1",23
"GO:0010171","GO:0010171","body morphogenesis","8/697","50/18670",0.000485596529393007,0.00941696079521233,0.00776236296441628,"TGFB1/COL1A1/IHH/TGFB3/CRISPLD2/CLDN5/MAB21L2/MMP2",8
"GO:0048565","GO:0048565","digestive tract development","14/697","134/18670",0.000491131971210806,0.00948511251396013,0.00781854015247872,"TGFB1/RBPMS2/SFRP2/AGR2/IHH/OTC/CLDN18/CLMP/SFRP1/TGFB3/MYOCD/CDX2/COL3A1/SIX2",14
"GO:0030593","GO:0030593","neutrophil chemotaxis","12/697","104/18670",0.000498444984733647,0.00958689472686478,0.00790243882181257,"VAV3/THBS4/CCL21/SAA1/PPBP/JAM3/SLIT2/CCL20/CCL19/ITGB2/CXCL3/CCL5",12
"GO:0007492","GO:0007492","endoderm development","10/697","76/18670",0.000508862033528694,0.00974181914732231,0.00803014239940998,"TGFB1/COL6A1/ITGA5/FN1/COL11A1/ITGA7/COL8A1/COL5A1/ITGB2/MMP2",10
"GO:0050770","GO:0050770","regulation of axonogenesis","17/697","183/18670",0.000516842398052352,0.00974181914732231,0.00803014239940998,"XK/APOE/L1CAM/FN1/CRABP2/SPP1/DPYSL2/PTPRS/MAP1B/METRN/SLIT2/NTN1/DBN1/NGFR/CXCL12/PTPRO/LRP4",17
"GO:0010717","GO:0010717","regulation of epithelial to mesenchymal transition","11/697","90/18670",0.000516878961790593,0.00974181914732231,0.00803014239940998,"PBLD/TGFB1/COL1A1/SFRP2/TGFB1I1/DACT3/SFRP1/TGFB3/WWTR1/GREM1/AXIN2",11
"GO:0042475","GO:0042475","odontogenesis of dentin-containing tooth","11/697","90/18670",0.000516878961790593,0.00974181914732231,0.00803014239940998,"FAM20C/CA2/SMPD3/SOSTDC1/TNC/ODAM/NFIC/GNAO1/HAND2/LRP4/SERPINE1",11
"GO:0071674","GO:0071674","mononuclear cell migration","11/697","90/18670",0.000516878961790593,0.00974181914732231,0.00803014239940998,"TGFB1/CCL21/S100A7/SLIT2/GREM1/CCL20/CXCL12/CCL19/PTPRO/CCL5/SERPINE1",11
"GO:0050921","GO:0050921","positive regulation of chemotaxis","14/697","135/18670",0.000529583737398854,0.00994134591845129,0.00819461151554016,"TGFB1/CXCL14/THBS4/CCL21/S100A7/FGFR1/SLIT2/CXCR4/PDGFRB/CXCL12/CCL19/SCG2/CCL5/SERPINE1",14
"GO:0052695","GO:0052695","cellular glucuronidation","5/697","19/18670",0.00053733358334872,0.0100466394687472,0.00828140456618388,"UGT1A10/UGT2A3/UGT2B7/UGT2B15/UGT2B17",5
"GO:0019369","GO:0019369","arachidonic acid metabolic process","8/697","51/18670",0.000557379792202609,0.010298359703964,0.00848889654514956,"CYP2C18/AKR1C3/CYP2B6/CYP1B1/PTGIS/CYP2J2/PTGDS/CYP4F2",8
"GO:0045668","GO:0045668","negative regulation of osteoblast differentiation","8/697","51/18670",0.000557379792202609,0.010298359703964,0.00848889654514956,"HAND2/SFRP1/TWIST2/ID1/GREM1/AXIN2/IGFBP5/AREG",8
"GO:0048146","GO:0048146","positive regulation of fibroblast proliferation","8/697","51/18670",0.000557379792202609,0.010298359703964,0.00848889654514956,"SPHK1/TGFB1/FN1/DDR2/MYB/PDGFRB/AQP1/EREG",8
"GO:0030510","GO:0030510","regulation of BMP signaling pathway","11/697","91/18670",0.00056852246018391,0.0104630427672278,0.00862464413282092,"FSTL3/SOSTDC1/RBPMS2/SFRP2/HTRA3/SULF1/SFRP4/CHRDL1/SFRP1/GREM1/FBN1",11
"GO:0010975","GO:0010975","regulation of neuron projection development","34/697","499/18670",0.000570826236897939,0.0104644044131329,0.00862576653207207,"XK/LGALS1/OBSL1/APOE/PTPRD/SFRP2/L1CAM/FN1/SPOCK1/CRABP2/SPP1/DPYSL2/FGFR1/PTPRS/MAP1B/RGMA/NCS1/METRN/CHRNA3/SFRP1/SLIT2/NTN1/DBN1/PMP22/NGFR/DPYSL3/ID1/CXCR4/VIM/SERPINF1/CXCL12/PRRX1/PTPRO/LRP4",34
"GO:0048247","GO:0048247","lymphocyte chemotaxis","9/697","64/18670",0.000586725464751108,0.0107140179224784,0.00883152194536278,"C10orf99/PADI2/CXCL14/CCL21/S100A7/SAA1/CCL20/CCL19/CCL5",9
"GO:0048675","GO:0048675","axon extension","13/697","121/18670",0.000591149464038059,0.0107529629253124,0.00886362415479342,"APOE/L1CAM/FN1/LAMB2/DPYSL2/SLIT3/PTPRS/MAP1B/NRP2/SLIT2/NTN1/DBN1/CXCL12",13
"GO:0010644","GO:0010644","cell communication by electrical coupling","6/697","29/18670",0.000603251921734497,0.0108886971873077,0.00897550936183917,"ATP1B1/ATP1A2/CASQ2/DBN1/CACNA1C/CAV1",6
"GO:0010669","GO:0010669","epithelial structure maintenance","6/697","29/18670",0.000603251921734497,0.0108886971873077,0.00897550936183917,"PBLD/TFF1/VSIG1/TFF3/TFF2/MUC2",6
"GO:0030308","GO:0030308","negative regulation of cell growth","17/697","186/18670",0.000622445239295881,0.0111345827708213,0.00917819186083828,"PPARG/TGFB1/SFRP2/CDHR2/SPP1/GNG4/GAL/DACT3/SLIT3/PTPRS/FHL1/SFRP1/SLIT2/NTN1/CRYAB/PI16/BST2",17
"GO:0023061","GO:0023061","signal release","32/697","462/18670",0.00062251781165162,0.0111345827708213,0.00917819186083828,"STX19/FAM3D/NLGN2/CFTR/SLC44A4/SMPD3/VGF/SPP1/CHGA/RASL10B/GAL/FGFR1/GRIK5/TACR2/SYT11/CHRM2/NCS1/LTBP4/CHRNA3/SFRP1/STXBP1/CARTPT/CACNA1C/ADCY5/MYB/C1QTNF1/OXCT1/SNCG/VIP/ANO1/FAM3B/CCL5",32
"GO:0045124","GO:0045124","regulation of bone resorption","7/697","40/18670",0.000623992173178352,0.0111345827708213,0.00917819186083828,"LTBP3/CA2/SPP1/PDK4/CLDN18/CARTPT/CSF1R",7
"GO:0015711","GO:0015711","organic anion transport","33/697","482/18670",0.000629825187993845,0.0111960969971785,0.00922889779057967,"SLC35A3/PPARG/ATP10B/CFTR/XK/FABP1/CA2/SLC16A9/SLC44A4/ACE2/SLC17A4/SLC38A4/SLC4A4/SLC26A3/PLA2G4F/APOE/SLC51B/SLC6A14/CA1/SLC13A2/ATP8B2/ATP1A2/STXBP1/SLC4A3/SLC27A2/SLC3A1/PLA2G12B/FABP4/AQP1/FOLR2/CYP4F2/FOLR1/CA4",33
"GO:0090596","GO:0090596","sensory organ morphogenesis","21/697","256/18670",0.000647086311828549,0.0114595323072128,0.00944604645866898,"SLC44A4/MFAP2/IHH/COL11A1/ATOH1/FGFR1/WNT9A/SOBP/ROR2/NTN1/ZEB1/SOX8/COL8A2/MAFB/FBN1/EFEMP1/COL8A1/COL5A1/PRRX1/SIX2/CTHRC1",21
"GO:0070838","GO:0070838","divalent metal ion transport","33/697","483/18670",0.000652679611034242,0.0115151331375327,0.00949187799980546,"NIPAL1/SLC40A1/ATP1B1/TGFB1/RAMP1/PACSIN3/SPINK1/TRPA1/CLCA1/SLC39A5/CCL21/ATP2A3/CACNA1H/GNAO1/JPH2/ATP1A2/CASQ2/ATP2B4/RASA3/NCS1/MYLK/PLN/CACNA1C/CAV1/ANXA6/GEM/CXCR4/PDGFRB/CXCL12/CCN2/CCL19/CCL5/SLC39A2",33
"GO:0055067","GO:0055067","monovalent inorganic cation homeostasis","15/697","154/18670",0.000661607266399328,0.011565136071288,0.00953309521728519,"ATP1B1/CFTR/SLC9A2/CA2/SLC4A4/NOX1/SLC26A3/PDK4/C7/ATP1A2/KCNMA1/SLC4A3/TTPA/KCNH2/CYP4F2",15
"GO:0035265","GO:0035265","organ growth","18/697","204/18670",0.00066290679803462,0.011565136071288,0.00953309521728519,"COL6A2/COL6A1/SMPD3/COMP/MATN2/FGFR1/DDR2/HEG1/EVC/ANXA6/COL14A1/PI16/TGFBR3/FGF7/SCARA3/PDGFRB/COL6A3/FGFR3",18
"GO:0035637","GO:0035637","multicellular organismal signaling","18/697","204/18670",0.00066290679803462,0.011565136071288,0.00953309521728519,"ATP1B1/ACE2/FLNA/TYMP/ATP2A3/CNTNAP1/CACNA1H/ATP1A2/JAM3/CASQ2/ATP2B4/FXYD6/KCNE4/CARTPT/PLN/CACNA1C/CAV1/KCNH2",18
"GO:0019373","GO:0019373","epoxygenase P450 pathway","5/697","20/18670",0.000694590199498082,0.0120730066897944,0.00995173092848129,"CYP2C18/CYP2B6/CYP1B1/CYP2J2/CYP4F2",5
"GO:0030004","GO:0030004","cellular monovalent inorganic cation homeostasis","12/697","108/18670",0.000702466983358177,0.0121648618188189,0.0100274467424405,"ATP1B1/CFTR/SLC9A2/CA2/SLC4A4/NOX1/SLC26A3/C7/ATP1A2/KCNMA1/SLC4A3/TTPA",12
"GO:0010977","GO:0010977","negative regulation of neuron projection development","15/697","155/18670",0.000707866705703149,0.0122133031245032,0.0100673767161729,"LGALS1/APOE/SPOCK1/SPP1/PTPRS/RGMA/SLIT2/NTN1/PMP22/NGFR/DPYSL3/ID1/VIM/PTPRO/LRP4",15
"GO:0010955","GO:0010955","negative regulation of protein processing","7/697","41/18670",0.000728550395244563,0.012433043654119,0.0102485079522441,"GAS1/C4BPA/SERPING1/MAGEA3/A2M/VSIG4/SERPINE1",7
"GO:1903053","GO:1903053","regulation of extracellular matrix organization","7/697","41/18670",0.000728550395244563,0.012433043654119,0.0102485079522441,"ADTRP/TGFB1/FSCN1/AEBP1/DDR2/EMILIN1/ANTXR1",7
"GO:1903318","GO:1903318","negative regulation of protein maturation","7/697","41/18670",0.000728550395244563,0.012433043654119,0.0102485079522441,"GAS1/C4BPA/SERPING1/MAGEA3/A2M/VSIG4/SERPINE1",7
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","18/697","206/18670",0.000743223470185672,0.0126018808899018,0.0103876798076394,"EGFL7/TGFB1/IHH/THBS4/ODAM/REG3A/FGFR1/NRP2/AKT3/SFRP1/ID1/FGF7/CXCL12/SCG2/AREG/VIP/CCL5/FGFBP1",18
"GO:0010631","GO:0010631","epithelial cell migration","26/697","351/18670",0.000745156097658148,0.0126018808899018,0.0103876798076394,"EPB41L4B/PBLD/PPARG/ADTRP/TGFB1/APOE/S100P/TDGF1/FGFR1/KANK2/NRP2/AMOTL1/CYP1B1/AKT3/SLIT2/MEOX2/ADGRA2/ID1/GREM1/FGF7/SERPINF1/VIL1/SCG2/DCN/ITGB2/FGFBP1",26
"GO:0002921","GO:0002921","negative regulation of humoral immune response","4/697","12/18670",0.000750002771295285,0.0126018808899018,0.0103876798076394,"C4BPA/SERPING1/A2M/VSIG4",4
"GO:0006069","GO:0006069","ethanol oxidation","4/697","12/18670",0.000750002771295285,0.0126018808899018,0.0103876798076394,"ADH6/ADH4/ADH1C/ADH1B",4
"GO:0051047","GO:0051047","positive regulation of secretion","30/697","428/18670",0.000751870157505328,0.0126018808899018,0.0103876798076394,"NLGN2/CFTR/TGFB1/SMPD3/IL33/SPP1/RASL10B/SAA1/GAL/CACNA1H/FGFR1/TACR2/NCS1/AKAP12/STXBP1/CARTPT/TGFB3/MYB/ITGAM/MYH10/C1QTNF1/CSF1R/OXCT1/CXCL12/CCL19/AQP1/ITGB2/VIP/CYP4F2/ANO1",30
"GO:0042737","GO:0042737","drug catabolic process","14/697","140/18670",0.000762498743349503,0.0127345430695346,0.0104970327095315,"SULT1B1/CYP2C18/NR1I2/DUOX2/CYP3A5/HGD/CYP2B6/SULT1E1/CYP2J2/QPRT/OXCT1/MAOB/GPX3/CYP2W1",14
"GO:0007409","GO:0007409","axonogenesis","32/697","468/18670",0.000773172076880189,0.0128412025927368,0.010584951726156,"XK/APOE/UCHL1/L1CAM/FN1/CRABP2/SPP1/ATOH1/MATN2/LAMB2/DPYSL2/BOC/PDLIM7/MAP1A/SLIT3/PTPRS/MAP1B/NRP2/METRN/SLIT2/NTN1/STXBP1/PALLD/DBN1/NEXN/NGFR/MYH10/CXCR4/CSF1R/CXCL12/PTPRO/LRP4",32
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","26/697","352/18670",0.000776973986783825,0.0128412025927368,0.010584951726156,"IQGAP2/FLNA/APOE/AEBP1/CCL21/SYNPO2/TMOD1/CLIP3/MAP1A/LMOD1/MAP1B/SFRP1/SLIT2/CFL2/TGFB3/MYOC/MYADM/DBN1/CRYAB/EMILIN1/ID1/CXCL12/VIL1/CCN2/CLU/ELN",26
"GO:0048880","GO:0048880","sensory system development","27/697","371/18670",0.000777093870943373,0.0128412025927368,0.010584951726156,"TGFB1/SLC44A4/MFAP2/IHH/SLC39A5/C3/TMOD1/LAMB2/WNT9A/ATP2B4/CHRDL1/CYP1B1/CRYAB/CACNA1C/ZEB1/SOX8/ITGAM/MYH10/COL8A2/VIM/SERPINF1/FBN1/PDGFRB/EFEMP1/COL8A1/MAB21L2/COL5A1",27
"GO:0002064","GO:0002064","epithelial cell development","18/697","207/18670",0.000786419200608339,0.012949702836684,0.0106743880414982,"POF1B/FLNA/VSIG1/IHH/TMOD1/LAMB2/FGFR1/PTPRS/S1PR3/HEG1/PALLD/ACTA2/MYADM/ID1/SOX8/CXCR4/VIM/CLDN5",18
"GO:0043271","GO:0043271","negative regulation of ion transport","15/697","157/18670",0.000808672365262846,0.0132695783572676,0.0109380601484761,"TGFB1/PACSIN3/SPINK1/SFRP4/GNAO1/ATP1A2/CASQ2/KCNE4/PLN/CAV1/GEM/MAOB/KCNH2/VIP/CYP4F2",15
"GO:1903522","GO:1903522","regulation of blood circulation","23/697","297/18670",0.000812567346930778,0.0132870333071294,0.0109524481935471,"ATP1B1/ACE2/FLNA/HSPB7/DES/CHGA/ATP2A3/CACNA1H/GNAO1/ATP1A2/POPDC2/CASQ2/ATP2B4/FXYD6/CHRM2/KCNE4/CYP2J2/PLN/CACNA1C/CAV1/GAA/CCN2/KCNH2",23
"GO:0097530","GO:0097530","granulocyte migration","14/697","141/18670",0.000818206135764938,0.013318123563805,0.0109780757672644,"VAV3/THBS4/CCL21/S100A7/SAA1/PPBP/JAM3/SLIT2/CCL20/CCL19/SCG2/ITGB2/CXCL3/CCL5",14
"GO:0051952","GO:0051952","regulation of amine transport","11/697","95/18670",0.000820144408680938,0.013318123563805,0.0109780757672644,"ACE2/CHGA/TACR2/ATP1A2/SYT11/CHRNA3/STXBP1/CARTPT/CXCL12/SNCG/VIP",11
"GO:0048608","GO:0048608","reproductive structure development","30/697","431/18670",0.000840835091327322,0.0136070313227556,0.0112162212726966,"PPARG/FSTL3/FLNA/AKR1C3/VGF/SFRP2/TNC/SULF1/SPP1/ASCL2/SLIT3/ROR2/SFRP1/SLIT2/PTGIS/RSPO3/AXL/ADAMTS1/LDOC1/MYOCD/CDX2/SOX8/TTPA/SERPINF1/PDGFRB/MGST1/CEBPA/DCN/EREG/GJB1",30
"GO:0090132","GO:0090132","epithelium migration","26/697","354/18670",0.000844179727755804,0.0136142112108522,0.0112221396256197,"EPB41L4B/PBLD/PPARG/ADTRP/TGFB1/APOE/S100P/TDGF1/FGFR1/KANK2/NRP2/AMOTL1/CYP1B1/AKT3/SLIT2/MEOX2/ADGRA2/ID1/GREM1/FGF7/SERPINF1/VIL1/SCG2/DCN/ITGB2/FGFBP1",26
"GO:0090075","GO:0090075","relaxation of muscle","6/697","31/18670",0.00087756396137788,0.0141041358587205,0.011625982545291,"ATP1B1/CHGA/ATP1A2/KCNMA1/GUCY1A1/PLN",6
"GO:0055093","GO:0055093","response to hyperoxia","5/697","21/18670",0.000883867298211903,0.0141569598310869,0.0116695251335683,"PPARG/NOX1/COL1A1/CAV1/PDGFRB",5
"GO:0072676","GO:0072676","lymphocyte migration","12/697","111/18670",0.000897765711422131,0.0143306615091975,0.0118127067292386,"ADTRP/C10orf99/PADI2/CXCL14/CCL21/S100A7/SAA1/CCL20/CXCL12/CCL19/CCL5/APOD",12
"GO:0010959","GO:0010959","regulation of metal ion transport","28/697","394/18670",0.000903036444131308,0.0143659323129092,0.0118417803110885,"ATP1B1/TGFB1/FLNA/PACSIN3/SPINK1/GAL/GNAO1/JPH2/ATP1A2/CASQ2/KCNMB1/ATP2B4/FXYD6/FHL1/MYLK/KCNE4/PER1/PLN/CACNA1C/CAV1/GEM/CXCR4/PDGFRB/CXCL12/PRSS8/KCNH2/VIP/CCL5",28
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","9/697","68/18670",0.000919834418024521,0.014583726093882,0.0120213068500715,"ITGB6/ITGA5/SFRP2/CCL21/CYP1B1/FBN1/ITGB2/CCL5/SERPINE1",9
"GO:0055117","GO:0055117","regulation of cardiac muscle contraction","10/697","82/18670",0.000933683721987458,0.0146762012122179,0.0120975337187302,"ATP1B1/ACE2/FLNA/CHGA/ATP1A2/CASQ2/PLN/CACNA1C/CAV1/CCN2",10
"GO:0044273","GO:0044273","sulfur compound catabolic process","8/697","55/18670",0.000935048830695324,0.0146762012122179,0.0120975337187302,"BGN/PRELP/OGN/GGT5/CSPG4/OMD/DCN/GGT1",8
"GO:0046456","GO:0046456","icosanoid biosynthetic process","8/697","55/18670",0.000935048830695324,0.0146762012122179,0.0120975337187302,"GGT6/PLA2G4F/AKR1C3/HPGD/GGT5/PTGIS/PTGDS/GGT1",8
"GO:0061458","GO:0061458","reproductive system development","30/697","434/18670",0.000938880882546698,0.0146872266059722,0.0121066219065232,"PPARG/FSTL3/FLNA/AKR1C3/VGF/SFRP2/TNC/SULF1/SPP1/ASCL2/SLIT3/ROR2/SFRP1/SLIT2/PTGIS/RSPO3/AXL/ADAMTS1/LDOC1/MYOCD/CDX2/SOX8/TTPA/SERPINF1/PDGFRB/MGST1/CEBPA/DCN/EREG/GJB1",30
"GO:0007044","GO:0007044","cell-substrate junction assembly","11/697","97/18670",0.000976974026587973,0.0151632344521183,0.0124989932624255,"ITGA5/COL17A1/FN1/TNS1/TLN1/ACTN1/SFRP1/MYOC/FERMT2/SORBS1/APOD",11
"GO:0030316","GO:0030316","osteoclast differentiation","11/697","97/18670",0.000976974026587973,0.0151632344521183,0.0124989932624255,"FSTL3/TGFB1/FAM20C/CA2/CLDN18/SFRP1/CARTPT/CD109/MAFB/FBN1/CSF1R",11
"GO:0043616","GO:0043616","keratinocyte proliferation","7/697","43/18670",0.000979002778391615,0.0151632344521183,0.0124989932624255,"REG3A/SDR16C5/CD109/KLF9/FGF7/AREG/EREG",7
"GO:0043552","GO:0043552","positive regulation of phosphatidylinositol 3-kinase activity","6/697","32/18670",0.00104639457914486,0.016073689247686,0.0132494774939711,"TGFB1/VAV3/CCL21/PDGFRB/CCL19/FGFR3",6
"GO:0060325","GO:0060325","face morphogenesis","6/697","32/18670",0.00104639457914486,0.016073689247686,0.0132494774939711,"TGFB1/COL1A1/TGFB3/CRISPLD2/CLDN5/MMP2",6
"GO:0045602","GO:0045602","negative regulation of endothelial cell differentiation","4/697","13/18670",0.00105148574452155,0.016073689247686,0.0132494774939711,"XDH/S1PR3/ZEB1/ID1",4
"GO:0061430","GO:0061430","bone trabecula morphogenesis","4/697","13/18670",0.00105148574452155,0.016073689247686,0.0132494774939711,"COL1A1/SFRP1/GREM1/MMP2",4
"GO:0042472","GO:0042472","inner ear morphogenesis","11/697","98/18670",0.00106421818049075,0.016215506237153,0.0133663766688432,"SLC44A4/COL11A1/ATOH1/FGFR1/SOBP/ROR2/NTN1/ZEB1/MAFB/PRRX1/CTHRC1",11
"GO:1903532","GO:1903532","positive regulation of secretion by cell","28/697","399/18670",0.00109292183363035,0.0165989714085023,0.0136824654695675,"NLGN2/CFTR/TGFB1/SMPD3/IL33/SPP1/RASL10B/SAA1/GAL/CACNA1H/FGFR1/TACR2/NCS1/AKAP12/STXBP1/CARTPT/TGFB3/MYB/ITGAM/MYH10/C1QTNF1/CSF1R/OXCT1/CXCL12/CCL19/ITGB2/VIP/ANO1",28
"GO:0060390","GO:0060390","regulation of SMAD protein signal transduction","5/697","22/18670",0.00110900419592819,0.0167888925531967,0.0138390167064044,"PBLD/TGFB1/CILP/TGFB3/WWTR1",5
"GO:0045926","GO:0045926","negative regulation of growth","20/697","249/18670",0.0011162034720275,0.0167953842877701,0.013844367817142,"PPARG/TGFB1/PLAC8/SFRP2/CDHR2/SPP1/GNG4/GAL/DACT3/SLIT3/PTPRS/FHL1/SFRP1/SLIT2/NTN1/CRYAB/PI16/IGFBP5/FGFR3/BST2",20
"GO:0010463","GO:0010463","mesenchymal cell proliferation","7/697","44/18670",0.00112729244693708,0.0167953842877701,0.013844367817142,"IHH/FGFR1/HAND2/ZEB1/FGF7/PRRX1/SIX2",7
"GO:0071622","GO:0071622","regulation of granulocyte chemotaxis","7/697","44/18670",0.00112729244693708,0.0167953842877701,0.013844367817142,"THBS4/CCL21/S100A7/JAM3/SLIT2/CCL19/CCL5",7
"GO:2000404","GO:2000404","regulation of T cell migration","7/697","44/18670",0.00112729244693708,0.0167953842877701,0.013844367817142,"C10orf99/CCL21/S100A7/CCL20/CXCL12/CCL5/APOD",7
"GO:0008361","GO:0008361","regulation of cell size","16/697","179/18670",0.00112732709368157,0.0167953842877701,0.013844367817142,"XK/VAV3/APOE/L1CAM/FN1/CRABP2/SPP1/DPYSL2/PTPRS/MAP1B/KCNMA1/AKT3/NTN1/DBN1/CXCL12/AQP1",16
"GO:0007015","GO:0007015","actin filament organization","28/697","400/18670",0.00113480628674353,0.0168533098217956,0.0138921156022068,"PLS1/POF1B/IQGAP2/FLNA/OBSL1/FSCN1/TPM2/CCL21/SYNPO2/TMOD1/ACTN1/LMOD1/PDLIM3/SFRP1/SLIT2/CFL2/TGFB3/MYOC/MYADM/DBN1/CAP2/DPYSL3/ID1/CXCL12/VIL1/CCN2/SORBS1/ELN",28
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","25/697","343/18670",0.00117253460262584,0.0173586905051201,0.0143086988698322,"TGFB1/IQGAP2/FLNA/FSCN1/ODAM/CCL21/SYNPO2/TMOD1/JAM3/LMOD1/SFRP1/SLIT2/CFL2/TGFB3/MYOC/MYADM/DBN1/ID1/PDGFRB/CSF1R/CXCL12/VIL1/CCN2/ELN/BST2",25
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","26/697","363/18670",0.00121308435131406,0.0179025310085437,0.0147569844127083,"TGFB1/CD24/ITGA5/SPINK1/SFRP2/TDGF1/THBS4/FGFR1/ROR2/DDR2/SFRP1/CSPG4/AXL/CAV1/GREM1/FGF7/PDGFRB/EFEMP1/CSF1R/CTF1/FGFR3/AREG/ITGB2/EREG/CCL5/LRP4",26
"GO:0071236","GO:0071236","cellular response to antibiotic","14/697","147/18670",0.00122961689047623,0.0180896303040908,0.0149112096106258,"SPHK1/CFTR/FABP1/SMPD3/PLA2G4F/LCN2/KCNMB1/CYP1B1/AXL/ADCY5/MYB/CLU/KLF2/AQP1",14
"GO:0050772","GO:0050772","positive regulation of axonogenesis","10/697","85/18670",0.00123593134729034,0.0181224228325703,0.0149382403601547,"L1CAM/FN1/CRABP2/MAP1B/METRN/SLIT2/NTN1/DBN1/NGFR/CXCL12",10
"GO:0046887","GO:0046887","positive regulation of hormone secretion","13/697","131/18670",0.00124642795207793,0.0181224228325703,0.0149382403601547,"NLGN2/CFTR/SPP1/RASL10B/GAL/FGFR1/TACR2/CARTPT/MYB/C1QTNF1/OXCT1/VIP/ANO1",13
"GO:0098754","GO:0098754","detoxification","13/697","131/18670",0.00124642795207793,0.0181224228325703,0.0149382403601547,"AKR1B10/NXN/IYD/FABP1/DUOX2/ADH4/APOE/GSTA1/FBLN5/MGST1/GPX2/GPX3/SOD3",13
"GO:0048562","GO:0048562","embryonic organ morphogenesis","22/697","288/18670",0.00124729225973156,0.0181224228325703,0.0149382403601547,"SLC44A4/MFAP2/RBPMS2/IHH/COL11A1/ATOH1/FGFR1/WNT9A/HAND2/SOBP/ROR2/NTN1/TGFB3/ZEB1/SATB2/MAFB/FBN1/EFEMP1/PRRX1/SIX2/CTHRC1/FOLR1",22
"GO:0061041","GO:0061041","regulation of wound healing","14/697","148/18670",0.00131268146027241,0.0190136237440075,0.0156728536923363,"TSPAN8/ADTRP/DUOX2/APOE/SERPING1/REG3A/MYLK/CAV1/CD109/C1QTNF1/CXCR4/SELP/VIL1/SERPINE1",14
"GO:0042063","GO:0042063","gliogenesis","22/697","290/18670",0.00136295611433425,0.0195344297496458,0.0161021519911959,"PPARG/TGFB1/MXRA8/IL33/MATN2/ASCL2/CNTNAP1/LAMB2/DAAM2/ROR2/METRN/PRDM8/CSPG4/MYOC/MYB/SOX8/CXCR4/VIM/CSF1R/CLU/TSPAN2/AREG",22
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","26/697","366/18670",0.00136371604362577,0.0195344297496458,0.0161021519911959,"TGFB1/CD24/ITGA5/SPINK1/SFRP2/TDGF1/THBS4/FGFR1/ROR2/DDR2/SFRP1/CSPG4/AXL/CAV1/GREM1/FGF7/PDGFRB/EFEMP1/CSF1R/CTF1/FGFR3/AREG/ITGB2/EREG/CCL5/LRP4",26
"GO:0150063","GO:0150063","visual system development","26/697","366/18670",0.00136371604362577,0.0195344297496458,0.0161021519911959,"TGFB1/MFAP2/IHH/SLC39A5/C3/TMOD1/LAMB2/WNT9A/ATP2B4/CHRDL1/CYP1B1/CRYAB/CACNA1C/ZEB1/SOX8/ITGAM/MYH10/COL8A2/VIM/SERPINF1/FBN1/PDGFRB/EFEMP1/COL8A1/MAB21L2/COL5A1",26
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation","11/697","101/18670",0.00136528722733514,0.0195344297496458,0.0161021519911959,"SMPD3/NOX1/RBPMS2/HPGD/ADAMTS1/MYB/PDGFRB/IGFBP5/EREG/MMP2/CCL5",11
"GO:0034695","GO:0034695","response to prostaglandin E","5/697","23/18670",0.00137396045867504,0.0195393831289756,0.0161062350418844,"PPARG/CCL21/SFRP1/TGFBR3/CCL19",5
"GO:2000050","GO:2000050","regulation of non-canonical Wnt signaling pathway","5/697","23/18670",0.00137396045867504,0.0195393831289756,0.0161062350418844,"SFRP2/SFRP4/DAAM2/SFRP1/RSPO3",5
